name,AA_KRA_TOTAAL_S.0,DR_AANPASSINGSVERMOGEN_S.0,DR_AV_MATE_VAN_VERHARDING_S.0,DR_AV_MATE_VAN_VERHARDING_V.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_S.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_V.0,DR_BLOOTSTELLING_S.0,DR_BS_GROEN_PRIVAAT_S.0,DR_BS_GROEN_PRIVAAT_V.0,DR_BS_GROEN_PUBLIEK_S.0,DR_BS_GROEN_PUBLIEK_V.0,DR_GEVOELIGHEID_S.0,DR_GV_BODEMDALING_S.0,DR_GV_BODEMDALING_V.0,DR_GV_FUNDERINGSSCHADE_S.0,DR_GV_FUNDERINGSSCHADE_V.0,DR_GV_HOOFD_GROEN_STRUCTUUR_S.0,DR_GV_HOOFD_GROEN_STRUCTUUR_V.0,DR_GV_SCHADE_AAN_GROEN_S.0,DR_GV_SCHADE_AAN_GROEN_V.0,DR_GV_VERZILTING_GRONDWATER_S.0,DR_GV_VERZILTING_GRONDWATER_V.0,DR_KLIMAATOMSTANDIGHEID_S.0,DR_KO_GRONDWATER_S.0,DR_KO_GRONDWATER_V.0,DR_TOTAAL_S.0,HI_AANPASSINGSVERMOGEN_S.0,HI_AV_LATK_S.0,HI_AV_LATK_V.0,HI_AV_TOEGANG_TOT_TUIN_S.0,HI_AV_TOEGANG_TOT_TUIN_V.0,HI_BLOOTSTELLING_S.0,HI_BS_AANTAL_INWONERS_V.0,HI_BS_ANTAL_INWONERS_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_V.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_S.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_V.0,HI_GEVOELIGHEID_S.0,HI_GV_AANTAL_65PLUS_S.0,HI_GV_AANTAL_65_INWONERS_V.0,HI_GV_AANTAL_LAAGOPGELEIDEN_V.0,HI_GV_AANTAL_LAAG_OPGELEIDEN_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,HI_GV_INWONERS_BEPERKT_MOBIEL_S.0,HI_GV_INWONERS_BEPERKT_MOBIEL_V.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_S.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_V.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,HI_KLIMAATOMSTANDIGHEID_S.0,HI_KO_PET_S.0,HI_KO_PET_V.0,HI_TOTAAL_S.0,WO_AANPASSINGSVERMOGEN_S.0,WO_AV_GROENPRIVAAT_S.0,WO_AV_GROENPRIVAAT_V.0,WO_AV_GROENPUBLIEK_S.0,WO_AV_GROENPUBLIEK_V.0,WO_AV_ONTWATERINGSDIEPTE_S.0,WO_AV_ONTWATERINGSDIEPTE_V.0,WO_BLOOTSTELLING_S.0,WO_BL_DRUK_OPENBARE_RUIMTE_V.0,WO_BS_AANTAL_INWONERS_S.0,WO_BS_AANTAL_INWONERS_V.0,WO_BS_DRUK_OPENBARE_RUIMTE_S.0,WO_BS_VITAAL_EN_KWETSBAAR_S.0,WO_BS_VITAAL_EN_KWETSBAAR_V.0,WO_BS_WATER_OP_PLUSNET_S.0,WO_BS_WATER_OP_PLUSNET_V.0,WO_BS_WATER_OP_STRAAT_S.0,WO_BS_WATER_OP_STRAAT_V.0,WO_BS_WATER_TEGEN_GEVEL_S.0,WO_BS_WATER_TEGEN_GEVEL_V.0,WO_GEVOELIGHEID_S.0,WO_GV_AANTAL_65_INWONERS_S.0,WO_GV_AANTAL_65_INWONERS_V.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,WO_GV_INWONERS_MOBILITEIT_S.0,WO_GV_INWONERS_MOBILITEIT_V.0,WO_GV_OPPERVLAKTE_WATER_S.0,WO_GV_OPPERVLAKTE_WATER_V.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WO_GV_SOCIAAL_MINIMUM_S.0,WO_GV_SOCIAAL_MINIMUM_V.0,WO_GV_TYPE_RIOLERING_S.0,WO_GV_TYPE_RIOLERING_V.0,WO_KLIMAATOMSTANDIGHEID_S.0,WO_KO_WATERDIEPTE_S.0,WO_KO_WATERDIEPTE_V.0,WO_TOTAAL_S.0,WV_AANPASSINGSVERMOGEN_S.0,WV_AV_AANKOMSTTIJD_S.0,WV_AV_EVACUATIE_AANKOMSTTIJD_V.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_S.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_V.0,WV_BLOOTSTELLING_S.0,WV_BS_AANTAL_INWONERS_S.0,WV_BS_AANTAL_INWONERS_V.0,WV_BS_OVERSTROMINGSDUUR_S.0,WV_BS_OVERSTROMINGSDUUR_V.0,WV_BS_VITAAL_EN_KWETSBAAR_S.0,WV_BS_VITAAL_EN_KWETSBAAR_V.0,WV_GEVOELIGHEID_S.0,WV_GV_AANTAL_65PLUS_S.0,WV_GV_AANTAL_65PLUS_V.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_S.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_V.0,WV_GV_INWONERS_MOBILITEIT_S.0,WV_GV_INWONERS_MOBILITEIT_V.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_S.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_V.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WV_KLIMAATOMSTANDIGHEID_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_V.0,WV_TOTAAL_S.0
RK_Zuidoostkwadrant Indische buurt,3.03,4.0,4.0,76.0,4.0,1.58,3.0,3.0,37.0,3.0,31.0,2.4,2.0,0.152263,1.0,0.277475,2.0,0.024419,4.0,0.397326,3.0,4.0,4.0,4.0,1.314167,3.35,1.5,2.0,1.474747,1.0,0.522946,2.67,3660.0,5.0,1.0,48.266223,2.0,0.395,4.67,5.0,425.0,830.0,5.0,5.0,33.0,5.0,14.0,5.0,17.0,3.0,0.030517,3.0,3.0,36.11,2.96,2.67,3.0,37.0,3.0,31.0,2.0,0.98,2.0,48.266223,5.0,3660.0,1.0,1.0,0.0,1.0,0.0,2.0,0.028852,2.0,0.159204,4.63,5.0,425.0,5.0,830.0,5.0,33.0,5.0,14.0,4.0,1.58,3.0,0.030517,5.0,17.0,5.0,0.959219,2.0,2.0,0.0102,2.825,1.5,2.0,43.934454,1.0,1.202399,3.33,5.0,3660.0,4.0,3.003841,1.0,0.0,4.67,5.0,14.0,5.0,830.0,5.0,190.586206,5.0,14.0,5.0,17.0,3.0,0.030517,2.5,2.0,0.28,2.0,0.24,3.0,0.87,3.0,0.57,3.0
RK_Dapperbuurt Noord,3.03,3.5,4.0,73.0,3.0,6.77,2.5,3.0,38.0,2.0,26.0,2.4,2.0,0.169373,2.0,0.888907,2.0,0.030238,4.0,0.372066,2.0,4.025101,5.0,5.0,1.516,3.35,2.5,3.0,2.061281,2.0,0.440285,3.33,4240.0,5.0,4.0,311.052265,1.0,0.419,4.67,5.0,680.0,720.0,5.0,4.0,32.0,5.0,12.0,5.0,15.0,4.0,0.994201,3.0,3.0,36.58,3.38,3.0,3.0,38.0,4.0,26.0,2.0,1.152778,3.0,311.052265,5.0,4240.0,4.0,1.0,0.0,5.0,0.054,2.0,0.027058,1.0,0.087379,4.38,5.0,680.0,5.0,720.0,4.0,32.0,5.0,12.0,3.0,6.77,4.0,0.994201,5.0,15.0,4.0,0.128774,1.0,1.0,0.0068,2.845,1.5,1.0,0.0,2.0,1.822197,3.0,5.0,4240.0,3.0,3.0,1.0,0.0,4.67,5.0,12.0,5.0,720.0,4.0,327.932935,5.0,12.0,5.0,15.0,4.0,0.994201,1.0,1.0,0.15,1.0,0.0,1.0,0.0,1.0,0.0,2.54
RK_Kolenkitbuurt Zuid,3.02,3.5,4.0,78.0,3.0,7.83,1.5,2.0,27.0,1.0,20.0,2.6,1.0,0.066004,1.0,0.0,3.0,0.072006,5.0,0.691928,3.0,4.0,4.0,4.0,1.5,2.9,1.5,2.0,1.977011,1.0,0.537313,2.67,2190.0,4.0,1.0,67.001122,3.0,0.201,4.0,3.0,220.0,560.0,5.0,4.0,30.0,5.0,15.0,4.0,13.0,3.0,0.022745,5.0,5.0,38.62,3.29,3.67,4.0,27.0,5.0,20.0,2.0,1.163333,3.33,67.001122,4.0,2190.0,1.0,1.0,0.0,5.0,0.05,5.0,0.311985,4.0,0.328571,3.5,3.0,220.0,5.0,560.0,4.0,30.0,5.0,15.0,3.0,7.83,3.0,0.022745,4.0,13.0,1.0,0.0,4.0,4.0,0.0387,3.625,1.0,1.0,0.0,1.0,1.349993,3.0,4.0,2190.0,4.0,4.0,1.0,0.0,4.0,3.0,15.0,5.0,560.0,4.0,112.207647,5.0,15.0,4.0,13.0,3.0,0.022745,1.0,1.0,0.11,1.0,0.0,1.0,0.0,1.0,0.0,2.25
RK_Markengouw Zuid,3.01,3.0,3.0,52.0,3.0,6.63,3.5,2.0,30.0,5.0,55.0,2.8,3.0,0.266833,1.0,0.0,4.0,0.231656,4.0,0.378034,2.0,5.0,3.0,3.0,1.19,3.075,3.0,2.0,1.009926,4.0,0.064943,2.33,2315.0,4.0,1.0,41.646825,2.0,0.33,3.67,3.0,155.0,650.0,5.0,3.0,29.0,5.0,13.0,4.0,14.0,2.0,0.010463,2.0,2.0,35.95,2.75,2.33,4.0,30.0,1.0,55.0,2.0,0.945,2.67,41.646825,4.0,2315.0,1.0,1.0,0.0,5.0,0.113,3.0,0.115547,2.0,0.184502,3.25,3.0,155.0,5.0,650.0,3.0,29.0,5.0,13.0,3.0,6.63,2.0,0.010463,4.0,14.0,1.0,0.0,3.0,3.0,0.0285,2.8125,5.0,5.0,2.0,5.0,2.450203,3.0,4.0,2315.0,4.0,3.491752,1.0,0.0,3.67,3.0,13.0,5.0,650.0,3.0,73.946247,5.0,13.0,4.0,14.0,2.0,0.010463,2.0,3.0,0.86,2.0,0.4,2.0,0.39,1.0,0.0,3.42
RK_Erasmusparkbuurt Oost,3.01,3.5,4.0,70.0,3.0,8.56,2.5,3.0,35.0,2.0,26.0,3.0,2.0,0.151529,1.0,0.0,4.0,0.117469,5.0,0.666532,3.0,3.982859,3.0,3.0,1.183333,3.0,1.5,2.0,1.671429,1.0,0.59475,2.0,1870.0,3.0,1.0,68.483995,2.0,0.368,3.17,3.0,155.0,340.0,4.0,2.0,26.0,3.0,8.0,3.0,10.0,4.0,0.046033,4.0,4.0,37.98,2.67,3.33,3.0,35.0,4.0,26.0,3.0,0.776,3.17,68.483995,3.0,1870.0,1.0,1.0,0.0,4.0,0.005,5.0,0.387883,5.0,0.520958,2.88,3.0,155.0,4.0,340.0,2.0,26.0,3.0,8.0,3.0,8.56,4.0,0.046033,3.0,10.0,1.0,0.0,5.0,5.0,0.0438,3.595,4.0,4.0,11.521606,4.0,2.299602,2.67,3.0,1870.0,4.0,4.0,1.0,0.0,3.17,3.0,8.0,4.0,340.0,2.0,73.230716,3.0,8.0,3.0,10.0,4.0,0.046033,1.25,2.0,0.47,1.0,0.0,1.0,0.0,1.0,0.0,2.77
RK_Gein Zuidwest,3.01,4.0,4.0,68.0,4.0,4.04,2.5,2.0,30.0,3.0,35.0,3.4,5.0,0.692687,1.0,0.05,3.0,0.060194,5.0,1.620952,3.0,4.0,4.0,4.0,1.48,3.475,1.5,1.0,1.0,2.0,0.450973,2.67,1665.0,3.0,1.0,38.059579,4.0,0.178,4.5,3.0,155.0,470.0,4.0,5.0,35.0,5.0,15.0,5.0,17.0,5.0,1.992707,3.0,3.0,36.45,2.92,2.67,4.0,30.0,3.0,35.0,1.0,1.316667,2.67,38.059579,3.0,1665.0,1.0,1.0,0.0,5.0,0.031,3.0,0.118136,3.0,0.257732,4.0,3.0,155.0,4.0,470.0,5.0,35.0,5.0,15.0,4.0,4.04,5.0,1.992707,5.0,17.0,1.0,0.0,3.0,3.0,0.0241,3.085,1.0,1.0,109.959902,1.0,1.113394,2.67,3.0,1665.0,4.0,4.0,1.0,0.0,4.5,3.0,15.0,4.0,470.0,5.0,60.666551,5.0,15.0,5.0,17.0,5.0,1.992707,2.0,2.0,0.28,2.0,0.28,2.0,0.28,2.0,0.24,2.54
RK_D-buurt,3.01,3.5,3.0,59.0,4.0,4.18,4.0,4.0,45.0,4.0,42.0,3.0,3.0,0.246645,1.0,0.0,3.0,0.050369,5.0,2.105061,3.0,3.005617,3.0,3.0,1.2,3.375,2.5,2.0,1.176471,3.0,0.118362,2.67,1920.0,3.0,1.0,66.151956,4.0,0.157,2.83,2.0,40.0,320.0,4.0,1.0,21.0,2.0,5.0,5.0,15.0,3.0,0.019116,3.0,3.0,36.34,2.75,2.33,2.0,45.0,2.0,42.0,3.0,0.8,2.83,66.151956,3.0,1920.0,1.0,1.0,0.0,5.0,0.021,3.0,0.0982,4.0,0.344828,2.75,2.0,40.0,4.0,320.0,1.0,21.0,2.0,5.0,4.0,4.18,3.0,0.019116,5.0,15.0,1.0,0.0,4.0,4.0,0.0354,2.9775,3.5,4.0,10.066402,3.0,2.130172,2.67,3.0,1920.0,4.0,4.0,1.0,0.0,2.83,2.0,5.0,4.0,320.0,1.0,12.6376,2.0,5.0,5.0,15.0,3.0,0.019116,2.75,3.0,1.81,3.0,1.81,3.0,1.81,2.0,0.24,2.94
RK_Nieuw Sloten Noordwest,3.01,3.5,4.0,61.0,3.0,8.13,2.5,1.0,15.0,4.0,47.0,3.0,3.0,0.368389,1.0,0.0,4.0,0.216266,5.0,1.39098,2.0,5.0,4.0,4.0,1.385,3.25,2.5,1.0,0.949477,4.0,0.019476,2.67,3050.0,5.0,1.0,23.831827,2.0,0.322,4.0,5.0,505.0,570.0,5.0,4.0,30.0,4.0,9.0,2.0,5.0,4.0,0.997561,2.0,2.0,35.48,2.79,2.67,5.0,15.0,2.0,47.0,1.0,1.221429,2.5,23.831827,5.0,3050.0,1.0,1.0,0.0,1.0,0.0,5.0,0.367739,2.0,0.198589,3.5,5.0,505.0,5.0,570.0,4.0,30.0,4.0,9.0,3.0,8.13,4.0,0.997561,2.0,5.0,1.0,0.0,4.0,4.0,0.0331,3.1675,2.0,1.0,0.0,3.0,2.17177,3.33,5.0,3050.0,4.0,4.0,1.0,0.0,4.0,5.0,9.0,5.0,570.0,4.0,197.207363,4.0,9.0,2.0,5.0,4.0,0.997561,2.0,2.0,0.33,2.0,0.32,2.0,0.32,2.0,0.37,2.83
RK_Steigereiland Zuid,3.01,4.5,5.0,85.0,4.0,0.91,1.0,1.0,15.0,1.0,20.0,2.8,2.0,0.197305,1.0,0.0,4.0,0.144462,5.0,0.656377,2.0,5.0,3.0,3.0,1.1,2.825,3.5,3.0,2.276025,4.0,0.044109,2.67,2665.0,4.0,1.0,20.214172,3.0,0.219,3.0,2.0,115.0,490.0,4.0,2.0,26.0,3.0,6.0,3.0,7.0,4.0,0.96882,4.0,4.0,37.11,3.29,4.33,5.0,15.0,5.0,20.0,3.0,0.0,2.5,20.214172,4.0,2665.0,1.0,1.0,0.0,1.0,0.0,5.0,0.333448,3.0,0.220982,2.88,2.0,115.0,4.0,490.0,2.0,26.0,3.0,6.0,4.0,0.91,4.0,0.96882,3.0,7.0,1.0,0.0,5.0,5.0,0.0423,3.6775,1.0,1.0,0.0,1.0,1.026195,2.0,4.0,2665.0,1.0,0.006921,1.0,0.0,3.0,2.0,6.0,4.0,490.0,2.0,39.874236,3.0,6.0,3.0,7.0,4.0,0.96882,3.0,3.0,1.06,3.0,1.06,3.0,0.88,3.0,0.64,2.25
RK_Transvaalbuurt Oost,3.01,4.0,4.0,75.0,4.0,2.79,3.0,4.0,45.0,2.0,26.0,2.2,2.0,0.10497,1.0,0.736007,3.0,0.073973,3.0,0.216426,2.0,4.156525,4.0,4.0,1.31,3.3,1.5,2.0,1.774732,1.0,0.511374,2.67,5040.0,5.0,2.0,115.634872,1.0,0.404,4.5,5.0,540.0,940.0,5.0,4.0,30.0,4.0,12.0,5.0,15.0,4.0,1.006695,3.0,3.0,36.52,2.92,2.67,2.0,45.0,4.0,26.0,2.0,0.970882,1.83,115.634872,5.0,5040.0,2.0,1.0,0.0,1.0,0.0,1.0,0.010934,1.0,0.092496,4.5,5.0,540.0,5.0,940.0,4.0,30.0,4.0,12.0,4.0,2.79,4.0,1.006695,5.0,15.0,5.0,0.990051,1.0,1.0,0.005,2.5,3.5,4.0,10.660753,3.0,2.053175,3.33,5.0,5040.0,4.0,4.0,1.0,0.0,4.5,5.0,12.0,5.0,940.0,4.0,257.871742,4.0,12.0,5.0,15.0,4.0,1.006695,2.0,1.0,0.18,3.0,1.44,3.0,1.44,1.0,0.0,3.33
RK_Westlandgrachtbuurt,3.0,2.5,4.0,61.0,1.0,16.49,3.5,4.0,44.0,3.0,34.0,2.8,4.0,0.431508,3.0,5.528333,3.0,0.067348,2.0,0.189028,2.0,5.0,3.0,3.0,1.098333,2.95,2.0,3.0,2.070671,1.0,0.565597,3.0,3615.0,5.0,2.0,100.692838,2.0,0.383,3.33,4.0,370.0,310.0,4.0,2.0,25.0,3.0,6.0,3.0,8.0,4.0,0.989977,3.0,3.0,36.62,2.83,2.67,2.0,44.0,3.0,34.0,3.0,0.81,3.67,100.692838,5.0,3615.0,2.0,1.0,0.0,5.0,0.022,5.0,0.393503,4.0,0.35524,2.75,4.0,370.0,4.0,310.0,2.0,25.0,3.0,6.0,1.0,16.49,4.0,0.989977,3.0,8.0,1.0,0.0,4.0,4.0,0.0339,3.2725,3.5,3.0,17.370948,4.0,2.295653,3.67,5.0,3615.0,5.0,4.039824,1.0,0.0,3.33,4.0,6.0,4.0,310.0,2.0,174.77244,3.0,6.0,3.0,8.0,4.0,0.989977,1.25,2.0,0.34,1.0,0.0,1.0,0.0,1.0,0.0,2.94
RK_Elzenhagen Zuid,3.0,3.0,3.0,58.0,3.0,7.43,4.5,5.0,52.0,4.0,44.0,2.6,1.0,0.075845,1.0,0.0,4.0,0.209554,5.0,0.506577,2.0,5.0,3.0,3.0,1.1,3.275,3.0,2.0,1.342857,4.0,0.027406,2.0,835.0,2.0,1.0,14.034662,3.0,0.208,3.0,2.0,30.0,150.0,3.0,2.0,25.0,3.0,7.0,5.0,23.0,3.0,0.013596,3.0,3.0,36.4,2.75,2.0,1.0,52.0,2.0,44.0,3.0,0.0,2.33,14.034662,2.0,835.0,1.0,3.0,3.0,1.0,0.0,2.0,0.074306,5.0,0.65,2.75,2.0,30.0,3.0,150.0,2.0,25.0,3.0,7.0,3.0,7.43,3.0,0.013596,5.0,23.0,1.0,0.0,4.0,4.0,0.038,2.77,3.0,1.0,0.0,5.0,2.448014,3.33,2.0,835.0,5.0,4.527833,3.0,3.0,3.0,2.0,7.0,3.0,150.0,2.0,12.259632,3.0,7.0,5.0,23.0,3.0,0.013596,3.5,5.0,3.61,4.0,2.03,4.0,2.03,1.0,0.0,3.21
RK_Gaasperdam Zuid,3.0,4.0,4.0,73.0,4.0,4.12,2.5,2.0,24.0,3.0,31.0,3.4,5.0,0.740258,1.0,0.0,3.0,0.054126,5.0,1.291407,3.0,4.0,4.0,4.0,1.333333,3.475,2.0,2.0,1.040268,2.0,0.2572,2.67,1525.0,3.0,1.0,46.483723,4.0,0.176,4.5,4.0,285.0,410.0,4.0,5.0,35.0,5.0,14.0,4.0,14.0,5.0,2.974967,3.0,3.0,36.76,3.04,3.0,4.0,24.0,3.0,31.0,2.0,1.142,1.83,46.483723,3.0,1525.0,1.0,1.0,0.0,1.0,0.0,4.0,0.253429,1.0,0.095652,4.0,4.0,285.0,4.0,410.0,5.0,35.0,5.0,14.0,4.0,4.12,5.0,2.974967,4.0,14.0,1.0,0.0,3.0,3.0,0.0255,2.9575,1.5,1.0,109.084898,2.0,1.651433,2.67,3.0,1525.0,4.0,4.0,1.0,0.0,4.5,4.0,14.0,4.0,410.0,5.0,147.714052,5.0,14.0,4.0,14.0,5.0,2.974967,1.5,1.0,0.16,1.0,0.16,1.0,0.16,3.0,0.63,2.54
RK_Willibrordusbuurt,3.0,3.0,4.0,78.0,2.0,13.41,2.0,3.0,34.0,1.0,10.0,2.4,4.0,0.508166,4.0,6.252065,1.0,0.0,1.0,0.0,2.0,4.037465,5.0,5.0,1.585,3.1,2.0,2.0,1.719486,2.0,0.488961,3.0,2615.0,4.0,3.0,219.018372,2.0,0.397,4.17,5.0,425.0,310.0,4.0,4.0,31.0,4.0,10.0,4.0,14.0,4.0,1.002835,3.0,3.0,36.66,3.04,3.0,3.0,34.0,5.0,10.0,1.0,1.265714,2.5,219.018372,4.0,2615.0,3.0,1.0,0.0,1.0,0.0,3.0,0.091703,3.0,0.284404,4.0,5.0,425.0,4.0,310.0,4.0,31.0,4.0,10.0,2.0,13.41,4.0,1.002835,4.0,14.0,5.0,0.974674,2.0,2.0,0.0134,2.875,3.5,4.0,9.180482,3.0,2.141501,3.0,4.0,2615.0,4.0,3.067639,1.0,0.0,4.17,5.0,10.0,4.0,310.0,4.0,216.014885,4.0,10.0,4.0,14.0,4.0,1.002835,1.25,2.0,0.27,1.0,0.0,1.0,0.0,1.0,0.0,2.98
RK_De Wester Quartier,2.99,3.5,4.0,69.0,3.0,7.91,3.0,5.0,67.0,1.0,6.0,1.8,2.0,0.183179,3.0,4.580357,1.0,0.0,1.0,0.010662,2.0,4.021325,3.0,3.0,1.04,2.825,2.0,3.0,2.669951,1.0,0.574038,2.67,1755.0,3.0,2.0,136.123972,3.0,0.225,3.5,3.0,180.0,460.0,4.0,3.0,29.0,4.0,11.0,4.0,13.0,3.0,0.035541,4.0,4.0,37.39,3.04,3.0,1.0,67.0,5.0,6.0,3.0,0.87,2.5,136.123972,3.0,1755.0,2.0,1.0,0.0,1.0,0.0,3.0,0.155148,5.0,0.453237,3.13,3.0,180.0,4.0,460.0,3.0,29.0,4.0,11.0,3.0,7.91,3.0,0.035541,4.0,13.0,1.0,0.0,4.0,4.0,0.0384,3.1575,4.0,4.0,6.57925,4.0,2.389268,2.67,3.0,1755.0,4.0,4.0,1.0,0.0,3.5,3.0,11.0,4.0,460.0,3.0,86.388234,4.0,11.0,4.0,13.0,3.0,0.035541,1.5,3.0,0.58,1.0,0.0,1.0,0.0,1.0,0.0,2.92
RK_Tuindorp Oostzaan West,2.99,3.0,3.0,45.0,3.0,8.92,3.5,2.0,30.0,5.0,68.0,3.0,1.0,0.053873,1.0,0.0,5.0,0.291224,5.0,0.904534,3.0,3.004692,3.0,3.0,1.096667,3.125,3.5,2.0,1.243191,5.0,0.007634,1.67,1145.0,2.0,1.0,36.567199,2.0,0.37,4.17,4.0,390.0,290.0,3.0,5.0,39.0,5.0,16.0,4.0,13.0,4.0,0.992272,2.0,2.0,35.78,2.84,2.67,4.0,30.0,1.0,68.0,3.0,0.872857,1.83,36.567199,2.0,1145.0,1.0,1.0,1.0,1.0,0.0,4.0,0.229979,2.0,0.117409,3.63,4.0,390.0,3.0,290.0,5.0,39.0,5.0,16.0,3.0,8.92,4.0,0.992272,4.0,13.0,1.0,0.0,3.0,3.0,0.0231,2.7825,3.5,2.0,34.475989,5.0,2.77063,2.0,2.0,1145.0,3.0,3.0,1.0,1.0,4.17,4.0,16.0,3.0,290.0,5.0,222.483094,5.0,16.0,4.0,13.0,4.0,0.992272,3.25,4.0,3.39,4.0,2.01,4.0,2.01,1.0,0.0,3.23
RK_Zuidwestkwadrant Indische buurt,2.99,4.0,4.0,78.0,4.0,1.38,2.5,4.0,50.0,1.0,18.0,2.4,1.0,0.081175,1.0,0.0,3.0,0.040893,4.0,0.312981,3.0,4.0,4.0,4.0,1.272857,3.225,2.0,2.0,1.370504,2.0,0.48935,3.33,3910.0,5.0,3.0,211.819972,2.0,0.34,5.0,5.0,580.0,1190.0,5.0,5.0,35.0,5.0,16.0,5.0,20.0,5.0,2.958432,3.0,3.0,36.77,3.33,3.33,2.0,50.0,5.0,18.0,3.0,0.849286,2.17,211.819972,5.0,3910.0,3.0,1.0,0.0,1.0,0.0,2.0,0.016034,1.0,0.019048,4.88,5.0,580.0,5.0,1190.0,5.0,35.0,5.0,16.0,4.0,1.38,5.0,2.958432,5.0,20.0,5.0,1.0,1.0,1.0,0.0059,2.845,1.0,1.0,0.0,1.0,1.001714,3.33,5.0,3910.0,4.0,3.041332,1.0,0.0,5.0,5.0,16.0,5.0,1190.0,5.0,315.109589,5.0,16.0,5.0,20.0,5.0,2.958432,1.0,1.0,0.06,1.0,0.0,1.0,0.0,1.0,0.0,2.58
RK_Belgiëplein e0o0,2.98,4.5,5.0,83.0,4.0,1.52,1.0,1.0,18.0,1.0,19.0,2.4,3.0,0.352729,1.0,0.0,1.0,0.0,5.0,0.696869,2.0,5.0,3.0,3.0,1.1,2.725,2.0,2.0,1.532258,2.0,0.278668,2.0,1120.0,2.0,1.0,23.831827,3.0,0.24,4.0,4.0,340.0,260.0,3.0,5.0,35.0,5.0,14.0,4.0,11.0,3.0,0.018927,3.0,3.0,36.73,2.75,4.33,5.0,18.0,5.0,19.0,3.0,0.0,2.67,23.831827,2.0,1120.0,1.0,1.0,0.0,5.0,0.019,5.0,0.509181,2.0,0.195122,3.63,4.0,340.0,3.0,260.0,5.0,35.0,5.0,14.0,4.0,1.52,3.0,0.018927,4.0,11.0,1.0,0.0,5.0,5.0,0.0517,3.9075,1.5,1.0,0.0,2.0,1.605229,2.33,2.0,1120.0,4.0,4.0,1.0,0.0,4.0,4.0,14.0,3.0,260.0,5.0,183.663344,5.0,14.0,4.0,11.0,3.0,0.018927,2.25,2.0,0.23,2.0,0.23,2.0,0.23,3.0,0.98,2.52
